title,Token,stopword,stemmed,label
pantai semilir tuban memanas ahli waris bakal adukan pemdes socorejo ke polda jatim,"['pantai', 'semilir', 'tuban', 'memanas', 'ahli', 'waris', 'bakal', 'adukan', 'pemdes', 'socorejo', 'ke', 'polda', 'jatim']","['pantai', 'semilir', 'tuban', 'memanas', 'ahli', 'waris', 'adukan', 'pemdes', 'socorejo', 'polda', 'jatim']",pantai milir tuban panas ahli waris adu pemdes socorejo polda jatim,2
kelurahan di kota bandung mulai invetarisasi ptsl     ,"['kelurahan', 'di', 'kota', 'bandung', 'mulai', 'invetarisasi', 'ptsl']","['kelurahan', 'kota', 'invetarisasi', 'ptsl']",lurah kota invetarisasi ptsl,0
di moment tahun ajaran baru jajaran polsek pamanukan berikan edukasi kepada pelajar di pamanukan subang,"['di', 'moment', 'tahun', 'ajaran', 'baru', 'jajaran', 'polsek', 'pamanukan', 'berikan', 'edukasi', 'kepada', 'pelajar', 'di', 'pamanukan', 'subang']","['moment', 'ajaran', 'jajaran', 'polsek', 'pamanukan', 'edukasi', 'pelajar', 'pamanukan']",moment ajar jajar polsek pamanukan edukasi ajar pamanukan,1
berkat kang pisman tps  dago bengkok kurangi sampah    ton,"['berkat', 'kang', 'pisman', 'tps', 'dago', 'bengkok', 'kurangi', 'sampah', 'ton']","['berkat', 'kang', 'pisman', 'tps', 'dago', 'bengkok', 'kurangi', 'sampah', 'ton']",berkat kang pisman tps dago bengkok kurang sampah ton,1
panduan qurban saat wabah pmk menurut fatwa mui,"['panduan', 'qurban', 'saat', 'wabah', 'pmk', 'menurut', 'fatwa', 'mui']","['panduan', 'qurban', 'wabah', 'pmk', 'fatwa', 'mui']",pandu qurban wabah pmk fatwa mui,0
genjot vaksinasi booster kapolres subang gelar gebyar vaksinasi di alunalun pagaden,"['genjot', 'vaksinasi', 'booster', 'kapolres', 'subang', 'gelar', 'gebyar', 'vaksinasi', 'di', 'alunalun', 'pagaden']","['genjot', 'vaksinasi', 'booster', 'kapolres', 'gelar', 'gebyar', 'vaksinasi', 'alunalun', 'pagaden']",genjot vaksinasi booster kapolres gelar gebyar vaksinasi alunalun pagaden,1
ini masukan komisi   bagi bkpsdm,"['ini', 'masukan', 'komisi', 'bagi', 'bkpsdm']","['masukan', 'komisi', 'bkpsdm']",masuk komisi bkpsdm,0
alhamdulillah masjid al amin bersertifikat jemaah tenang,"['alhamdulillah', 'masjid', 'al', 'amin', 'bersertifikat', 'jemaah', 'tenang']","['alhamdulillah', 'masjid', 'al', 'amin', 'bersertifikat', 'jemaah', 'tenang']",alhamdulillah masjid al amin sertifikat jemaah tenang,1
target pemkot bandung pengangguran jadi   persen,"['target', 'pemkot', 'bandung', 'pengangguran', 'jadi', 'persen']","['target', 'pemkot', 'pengangguran', 'persen']",target pemkot anggur persen,0
saat membungkus jangan disatukan daging dengan jeroan,"['saat', 'membungkus', 'jangan', 'disatukan', 'daging', 'dengan', 'jeroan']","['membungkus', 'disatukan', 'daging', 'jeroan']",bungkus satu daging jeroan,0
pisah sambut dansektor    citarum harum yana ajak tingkatkan kolaborasi,"['pisah', 'sambut', 'dansektor', 'citarum', 'harum', 'yana', 'ajak', 'tingkatkan', 'kolaborasi']","['pisah', 'sambut', 'dansektor', 'citarum', 'harum', 'yana', 'ajak', 'tingkatkan', 'kolaborasi']",pisah sambut dansektor citarum harum yana ajak tingkat kolaborasi,1
dana desa dan csr belum sentuh penanganan tb di subang,"['dana', 'desa', 'dan', 'csr', 'belum', 'sentuh', 'penanganan', 'tb', 'di', 'subang']","['dana', 'desa', 'csr', 'sentuh', 'penanganan', 'tb']",dana desa csr sentuh tangan tb,2
jajaran polsek pusakanagara berikan bimbingan kepada calon taruna smkn   pusakanagara,"['jajaran', 'polsek', 'pusakanagara', 'berikan', 'bimbingan', 'kepada', 'calon', 'taruna', 'smkn', 'pusakanagara']","['jajaran', 'polsek', 'pusakanagara', 'bimbingan', 'calon', 'taruna', 'smkn', 'pusakanagara']",jajar polsek pusakanagara bimbing calon taruna smkn pusakanagara,1
segini jumlah jeroan sapi dan domba yang dimusnahkan dkpp kota bandung,"['segini', 'jumlah', 'jeroan', 'sapi', 'dan', 'domba', 'yang', 'dimusnahkan', 'dkpp', 'kota', 'bandung']","['segini', 'jeroan', 'sapi', 'domba', 'dimusnahkan', 'dkpp', 'kota']",gin jeroan sapi domba musnah dkpp kota,2
ini kata yana tentang turnamen sepak bola wanita piala wali kota bandung,"['ini', 'kata', 'yana', 'tentang', 'turnamen', 'sepak', 'bola', 'wanita', 'piala', 'wali', 'kota', 'bandung']","['yana', 'turnamen', 'sepak', 'bola', 'wanita', 'piala', 'wali', 'kota']",yana turnamen sepak bola wanita piala wali kota,0
pemkot bandung dan bssn kerjasama pemanfaatan sertifikat elektronik,"['pemkot', 'bandung', 'dan', 'bssn', 'kerjasama', 'pemanfaatan', 'sertifikat', 'elektronik']","['pemkot', 'bssn', 'kerjasama', 'pemanfaatan', 'sertifikat', 'elektronik']",pemkot bssn kerjasama manfaat sertifikat elektronik,1
tangis haru gadis puluhan tahun tidak bisa berjalan mendapatkan kursi roda oleh kapolres subang,"['tangis', 'haru', 'gadis', 'puluhan', 'tahun', 'tidak', 'bisa', 'berjalan', 'mendapatkan', 'kursi', 'roda', 'oleh', 'kapolres', 'subang']","['tangis', 'haru', 'gadis', 'puluhan', 'berjalan', 'kursi', 'roda', 'kapolres']",tangis haru gadis puluh jalan kursi roda kapolres,1
perkenalkan pertanian pada kaum milenial polbangtan bogor bersama pemda subang gelar open day di smkn   pusakanagara,"['perkenalkan', 'pertanian', 'pada', 'kaum', 'milenial', 'polbangtan', 'bogor', 'bersama', 'pemda', 'subang', 'gelar', 'open', 'day', 'di', 'smkn', 'pusakanagara']","['perkenalkan', 'pertanian', 'kaum', 'milenial', 'polbangtan', 'bogor', 'pemda', 'gelar', 'open', 'day', 'smkn', 'pusakanagara']",kenal tani kaum milenial polbangtan bogor pemda gelar open day smkn pusakanagara,1
lindungi kaum milenial polres subang musnahkan berbagai jenis miras,"['lindungi', 'kaum', 'milenial', 'polres', 'subang', 'musnahkan', 'berbagai', 'jenis', 'miras']","['lindungi', 'kaum', 'milenial', 'polres', 'musnahkan', 'jenis', 'miras']",lindung kaum milenial polres musnah jenis miras,1
kodim     subang kolaborasi dengan asistel mabesad gelar binkom cegah konflik sosial,"['kodim', 'subang', 'kolaborasi', 'dengan', 'asistel', 'mabesad', 'gelar', 'binkom', 'cegah', 'konflik', 'sosial']","['kodim', 'kolaborasi', 'asistel', 'mabesad', 'gelar', 'binkom', 'cegah', 'konflik', 'sosial']",kodim kolaborasi asistel mabesad gelar binkom cegah konflik sosial,1
polsek legonkulon gandeng pemdes legonwetan gelar gebyar vaksin booster,"['polsek', 'legonkulon', 'gandeng', 'pemdes', 'legonwetan', 'gelar', 'gebyar', 'vaksin', 'booster']","['polsek', 'legonkulon', 'gandeng', 'pemdes', 'legonwetan', 'gelar', 'gebyar', 'vaksin', 'booster']",polsek legonkulon gandeng pemdes legonwetan gelar gebyar vaksin booster,1
hadiri tahlil hari ke   dpd taruna merah putih jabar turut berbela sungkawa kepada keluarga korban perundungan tasikmalaya,"['hadiri', 'tahlil', 'hari', 'ke', 'dpd', 'taruna', 'merah', 'putih', 'jabar', 'turut', 'berbela', 'sungkawa', 'kepada', 'keluarga', 'korban', 'perundungan', 'tasikmalaya']","['hadiri', 'tahlil', 'dpd', 'taruna', 'merah', 'putih', 'jabar', 'berbela', 'sungkawa', 'keluarga', 'korban', 'perundungan', 'tasikmalaya']",hadir tahlil dpd taruna merah putih jabar bela sungkawa keluarga korban rundung tasikmalaya,1
sejumlah anak yatim mendapat daging qurban dari tim penggerak pkk kota bandung,"['sejumlah', 'anak', 'yatim', 'mendapat', 'daging', 'qurban', 'dari', 'tim', 'penggerak', 'pkk', 'kota', 'bandung']","['anak', 'yatim', 'daging', 'qurban', 'tim', 'penggerak', 'pkk', 'kota']",anak yatim daging qurban tim gerak pkk kota,1
dprd kota bandung setujui raperda pertanggungjawaban apbd     ,"['dprd', 'kota', 'bandung', 'setujui', 'raperda', 'pertanggungjawaban', 'apbd']","['dprd', 'kota', 'setujui', 'raperda', 'pertanggungjawaban', 'apbd']",dprd kota tuju raperda pertanggungjawaban apbd,0
komisi  minta rsud kota bandung benahi fasilitas layanan,"['komisi', 'minta', 'rsud', 'kota', 'bandung', 'benahi', 'fasilitas', 'layanan']","['komisi', 'rsud', 'kota', 'benahi', 'fasilitas', 'layanan']",komisi rsud kota benah fasilitas layan,0
komisi  sarankan tindak lanjut dana retribusi bagi gedung tinggi,"['komisi', 'sarankan', 'tindak', 'lanjut', 'dana', 'retribusi', 'bagi', 'gedung', 'tinggi']","['komisi', 'sarankan', 'tindak', 'dana', 'retribusi', 'gedung']",komisi saran tindak dana retribusi gedung,0
resmikan klinik happy healty farma bupati subang  terima kasih telah memenuhi kebutuhan pelayanan kesehatan masyarakat,"['resmikan', 'klinik', 'happy', 'healty', 'farma', 'bupati', 'subang', 'terima', 'kasih', 'telah', 'memenuhi', 'kebutuhan', 'pelayanan', 'kesehatan', 'masyarakat']","['resmikan', 'klinik', 'happy', 'healty', 'farma', 'bupati', 'terima', 'kasih', 'memenuhi', 'kebutuhan', 'pelayanan', 'kesehatan', 'masyarakat']",resmi klinik happy healty farma bupati terima kasih penuh butuh layan sehat masyarakat,1
selain ultah ke   ikwi gelar konsolidasi,"['selain', 'ultah', 'ke', 'ikwi', 'gelar', 'konsolidasi']","['ultah', 'ikwi', 'gelar', 'konsolidasi']",ultah ikwi gelar konsolidasi,0
resmi dibuka turnamen bola volly taman anggur kukulu diapresiasi ketua tmp dpd jabar,"['resmi', 'dibuka', 'turnamen', 'bola', 'volly', 'taman', 'anggur', 'kukulu', 'diapresiasi', 'ketua', 'tmp', 'dpd', 'jabar']","['resmi', 'dibuka', 'turnamen', 'bola', 'volly', 'taman', 'anggur', 'kukulu', 'diapresiasi', 'ketua', 'tmp', 'dpd', 'jabar']",resmi buka turnamen bola volly taman anggur kukulu apresiasi ketua tmp dpd jabar,1
dies natalis sman   pamanukan ke    th alumni nepam      gelar bakti sosial dengan memungut sampah,"['dies', 'natalis', 'sman', 'pamanukan', 'ke', 'th', 'alumni', 'nepam', 'gelar', 'bakti', 'sosial', 'dengan', 'memungut', 'sampah']","['dies', 'natalis', 'sman', 'pamanukan', 'th', 'alumni', 'nepam', 'gelar', 'bakti', 'sosial', 'memungut', 'sampah']",dies natalis sman pamanukan th alumni nepam gelar bakti sosial mungut sampah,1
dilantik menjadi ketua dpd tmp jabar niko rinaldo siap rangkul kaum milenial,"['dilantik', 'menjadi', 'ketua', 'dpd', 'tmp', 'jabar', 'niko', 'rinaldo', 'siap', 'rangkul', 'kaum', 'milenial']","['dilantik', 'ketua', 'dpd', 'tmp', 'jabar', 'niko', 'rinaldo', 'rangkul', 'kaum', 'milenial']",lantik ketua dpd tmp jabar niko rinaldo rangkul kaum milenial,1
kapolres subang berikan kadeudeuh pada balita asal desa mulyasari pamanukan yang menderita lumpuh dan terdapat gumpalan di otak,"['kapolres', 'subang', 'berikan', 'kadeudeuh', 'pada', 'balita', 'asal', 'desa', 'mulyasari', 'pamanukan', 'yang', 'menderita', 'lumpuh', 'dan', 'terdapat', 'gumpalan', 'di', 'otak']","['kapolres', 'kadeudeuh', 'balita', 'desa', 'mulyasari', 'pamanukan', 'menderita', 'lumpuh', 'gumpalan', 'otak']",kapolres kadeudeuh balita desa mulyasari pamanukan derita lumpuh gumpal otak,1
ini solusi sosial ekonomi kelurahan tamansari kota bandung,"['ini', 'solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari', 'kota', 'bandung']","['solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari', 'kota']",solusi sosial ekonomi lurah tamansari kota,1
nikmatnya santap daging kurban,"['nikmatnya', 'santap', 'daging', 'kurban']","['nikmatnya', 'santap', 'daging', 'kurban']",nikmat santap daging kurban,0
pemkot bandung sebar     ekor kambing dan    ekor sapi kurban,"['pemkot', 'bandung', 'sebar', 'ekor', 'kambing', 'dan', 'ekor', 'sapi', 'kurban']","['pemkot', 'sebar', 'ekor', 'kambing', 'ekor', 'sapi', 'kurban']",pemkot sebar ekor kambing ekor sapi kurban,1
pemkot bandung dan kodim     bs salurkan      dus migor curah,"['pemkot', 'bandung', 'dan', 'kodim', 'bs', 'salurkan', 'dus', 'migor', 'curah']","['pemkot', 'kodim', 'bs', 'salurkan', 'dus', 'migor', 'curah']",pemkot kodim bs salur dus migor curah,1
sebanyak     dosis vaksin sudah diberikan pada peternak,"['sebanyak', 'dosis', 'vaksin', 'sudah', 'diberikan', 'pada', 'peternak']","['dosis', 'vaksin', 'peternak']",dosis vaksin ternak,1
cari kacamata murah jalan abc solusinya,"['cari', 'kacamata', 'murah', 'jalan', 'abc', 'solusinya']","['cari', 'kacamata', 'murah', 'jalan', 'abc', 'solusinya']",cari kacamata murah jalan abc solusi,0
tingkatkan akses pendidikan pemkot bandung akan bangun    smp baru,"['tingkatkan', 'akses', 'pendidikan', 'pemkot', 'bandung', 'akan', 'bangun', 'smp', 'baru']","['tingkatkan', 'akses', 'pendidikan', 'pemkot', 'bangun', 'smp']",tingkat akses didik pemkot bangun smp,1
rass instalasi keamanan dan pembentukan karakter siswa dengan berjalan kaki,"['rass', 'instalasi', 'keamanan', 'dan', 'pembentukan', 'karakter', 'siswa', 'dengan', 'berjalan', 'kaki']","['rass', 'instalasi', 'keamanan', 'pembentukan', 'karakter', 'siswa', 'berjalan', 'kaki']",rass instalasi aman bentuk karakter siswa jalan kaki,1
hukum dan panduan pelaksanaan ibadah kurban saat wabah pmk menurut fatwa mui,"['hukum', 'dan', 'panduan', 'pelaksanaan', 'ibadah', 'kurban', 'saat', 'wabah', 'pmk', 'menurut', 'fatwa', 'mui']","['hukum', 'panduan', 'pelaksanaan', 'ibadah', 'kurban', 'wabah', 'pmk', 'fatwa', 'mui']",hukum pandu laksana ibadah kurban wabah pmk fatwa mui,0
lancaster university dan deakin university bakal dirikan kampus di kota bandung,"['lancaster', 'university', 'dan', 'deakin', 'university', 'bakal', 'dirikan', 'kampus', 'di', 'kota', 'bandung']","['lancaster', 'university', 'deakin', 'university', 'dirikan', 'kampus', 'kota']",lancaster university deakin university diri kampus kota,1
jalani observasi yana pastikan dirinya dalam keadaan sehat,"['jalani', 'observasi', 'yana', 'pastikan', 'dirinya', 'dalam', 'keadaan', 'sehat']","['jalani', 'observasi', 'yana', 'pastikan', 'sehat']",jalan observasi yana pasti sehat,1
menpora stadion gbla layak digunakan persib bandung,"['menpora', 'stadion', 'gbla', 'layak', 'digunakan', 'persib', 'bandung']","['menpora', 'stadion', 'gbla', 'layak', 'persib']",menpora stadion gbla layak persib,1
wali kota bandung minta optimalisasi kanal media sosial,"['wali', 'kota', 'bandung', 'minta', 'optimalisasi', 'kanal', 'media', 'sosial']","['wali', 'kota', 'optimalisasi', 'kanal', 'media', 'sosial']",wali kota optimalisasi kanal media sosial,0
disdagin kota bandung fasilitasi    umkm promosi ke toko swalayan,"['disdagin', 'kota', 'bandung', 'fasilitasi', 'umkm', 'promosi', 'ke', 'toko', 'swalayan']","['disdagin', 'kota', 'fasilitasi', 'umkm', 'promosi', 'toko', 'swalayan']",disdagin kota fasilitas umkm promosi toko swalayan,1
kunjungi remaja amputasi yana beri motivasi dan bantuan,"['kunjungi', 'remaja', 'amputasi', 'yana', 'beri', 'motivasi', 'dan', 'bantuan']","['kunjungi', 'remaja', 'amputasi', 'yana', 'motivasi', 'bantuan']",kunjung remaja amputasi yana motivasi bantu,1
wajib coba tiga tempat makan populer di sekitar pasar cihapit,"['wajib', 'coba', 'tiga', 'tempat', 'makan', 'populer', 'di', 'sekitar', 'pasar', 'cihapit']","['wajib', 'coba', 'makan', 'populer', 'pasar', 'cihapit']",wajib coba makan populer pasar cihapit,0
pemkot bandung kucurkan dana uhc rp    miliar per tahun,"['pemkot', 'bandung', 'kucurkan', 'dana', 'uhc', 'rp', 'miliar', 'per', 'tahun']","['pemkot', 'kucurkan', 'dana', 'uhc', 'miliar']",pemkot kucur dana uhc miliar,1
terapkan kang pisman tps  dago bengkok kurangi sampah hingga    ton,"['terapkan', 'kang', 'pisman', 'tps', 'dago', 'bengkok', 'kurangi', 'sampah', 'hingga', 'ton']","['terapkan', 'kang', 'pisman', 'tps', 'dago', 'bengkok', 'kurangi', 'sampah', 'ton']",terap kang pisman tps dago bengkok kurang sampah ton,1
sportourism geliatkan pertumbuhan ekonomi kota bandung,"['sportourism', 'geliatkan', 'pertumbuhan', 'ekonomi', 'kota', 'bandung']","['sportourism', 'geliatkan', 'pertumbuhan', 'ekonomi', 'kota']",sportourism geliat tumbuh ekonomi kota,1
ingin menikmati lomie murah meriah yuk ke lomie rangin,"['ingin', 'menikmati', 'lomie', 'murah', 'meriah', 'yuk', 'ke', 'lomie', 'rangin']","['menikmati', 'lomie', 'murah', 'meriah', 'yuk', 'lomie', 'rangin']",nikmat lomie murah riah yuk lomie rangin,0
ini asal muasal nama daerah di bandung yang berawalan,"['ini', 'asal', 'muasal', 'nama', 'daerah', 'di', 'bandung', 'yang', 'berawalan']","['muasal', 'nama', 'daerah', 'berawalan']",muasal nama daerah awal,0
pemkot bandung targetkan pengangguran turun jadi   persen,"['pemkot', 'bandung', 'targetkan', 'pengangguran', 'turun', 'jadi', 'persen']","['pemkot', 'targetkan', 'pengangguran', 'turun', 'persen']",pemkot target anggur turun persen,1
cari oleholeh kota bandung ini dia tiga toko recommended,"['cari', 'oleholeh', 'kota', 'bandung', 'ini', 'dia', 'tiga', 'toko', 'recommended']","['cari', 'oleholeh', 'kota', 'toko', 'recommended']",cari oleholeh kota toko recommended,0
pemkot bandung siap salurkan bantuan rmp rp    miliar,"['pemkot', 'bandung', 'siap', 'salurkan', 'bantuan', 'rmp', 'rp', 'miliar']","['pemkot', 'salurkan', 'bantuan', 'rmp', 'miliar']",pemkot salur bantu rmp miliar,1
yuk intip dan tiru cara pengolahan sampah di rw    maleer,"['yuk', 'intip', 'dan', 'tiru', 'cara', 'pengolahan', 'sampah', 'di', 'rw', 'maleer']","['yuk', 'intip', 'tiru', 'pengolahan', 'sampah', 'rw', 'maleer']",yuk intip tiru olah sampah rw maleer,1
kembali beroperasi catat rute bus sekolah gratis di kota bandung,"['kembali', 'beroperasi', 'catat', 'rute', 'bus', 'sekolah', 'gratis', 'di', 'kota', 'bandung']","['beroperasi', 'catat', 'rute', 'bus', 'sekolah', 'gratis', 'kota']",operasi catat rute bus sekolah gratis kota,1
alhamdulillah masjid al amin bersertifikat jemaah tenang,"['alhamdulillah', 'masjid', 'al', 'amin', 'bersertifikat', 'jemaah', 'tenang']","['alhamdulillah', 'masjid', 'al', 'amin', 'bersertifikat', 'jemaah', 'tenang']",alhamdulillah masjid al amin sertifikat jemaah tenang,1
tetap nikmat santap daging kurban tanpa khawatir kolesterol,"['tetap', 'nikmat', 'santap', 'daging', 'kurban', 'tanpa', 'khawatir', 'kolesterol']","['nikmat', 'santap', 'daging', 'kurban', 'khawatir', 'kolesterol']",nikmat santap daging kurban khawatir kolesterol,1
semarak pelajar kota bandung sambut tahun ajaran       ,"['semarak', 'pelajar', 'kota', 'bandung', 'sambut', 'tahun', 'ajaran']","['semarak', 'pelajar', 'kota', 'sambut', 'ajaran']",semarak ajar kota sambut ajar,1
tambah ruang publik pemkot bandung resmikan ciko arena  ,"['tambah', 'ruang', 'publik', 'pemkot', 'bandung', 'resmikan', 'ciko', 'arena']","['ruang', 'publik', 'pemkot', 'resmikan', 'ciko', 'arena']",ruang publik pemkot resmi ciko arena,1
dkpp kota bandung musnahkan lebih dari     kg jeroan sapi dan domba kurban,"['dkpp', 'kota', 'bandung', 'musnahkan', 'lebih', 'dari', 'kg', 'jeroan', 'sapi', 'dan', 'domba', 'kurban']","['dkpp', 'kota', 'musnahkan', 'kg', 'jeroan', 'sapi', 'domba', 'kurban']",dkpp kota musnah kg jeroan sapi domba kurban,2
zero apbd kolaborasi jadi solusi sosial ekonomi kelurahan tamansari,"['zero', 'apbd', 'kolaborasi', 'jadi', 'solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari']","['zero', 'apbd', 'kolaborasi', 'solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari']",zero apbd kolaborasi solusi sosial ekonomi lurah tamansari,0
kangen pantai ini kafe bernuansa pantai di kota bandung,"['kangen', 'pantai', 'ini', 'kafe', 'bernuansa', 'pantai', 'di', 'kota', 'bandung']","['kangen', 'pantai', 'kafe', 'bernuansa', 'pantai', 'kota']",kangen pantai kafe nuansa pantai kota,0
anak muda bandung harus jadi humas bagi gerakan generasi berencana,"['anak', 'muda', 'bandung', 'harus', 'jadi', 'humas', 'bagi', 'gerakan', 'generasi', 'berencana']","['anak', 'muda', 'humas', 'gerakan', 'generasi', 'berencana']",anak muda humas gera generasi rencana,1
iduladha       pemkot bandung tebar    sapi dan     domba,"['iduladha', 'pemkot', 'bandung', 'tebar', 'sapi', 'dan', 'domba']","['iduladha', 'pemkot', 'tebar', 'sapi', 'domba']",iduladha pemkot tebar sapi domba,1
ingin sensasi memetik jeruk jepang yuk ke mupu jeruk,"['ingin', 'sensasi', 'memetik', 'jeruk', 'jepang', 'yuk', 'ke', 'mupu', 'jeruk']","['sensasi', 'memetik', 'jeruk', 'jepang', 'yuk', 'mupu', 'jeruk']",sensasi petik jeruk jepang yuk mupu jeruk,0
pisah sambut dansektor    citarum harum yana ajak tingkatkan kolaborasi,"['pisah', 'sambut', 'dansektor', 'citarum', 'harum', 'yana', 'ajak', 'tingkatkan', 'kolaborasi']","['pisah', 'sambut', 'dansektor', 'citarum', 'harum', 'yana', 'ajak', 'tingkatkan', 'kolaborasi']",pisah sambut dansektor citarum harum yana ajak tingkat kolaborasi,1
kadeudeuh untuk juara mtq yana pembinaan kami berkelanjutan,"['kadeudeuh', 'untuk', 'juara', 'mtq', 'yana', 'pembinaan', 'kami', 'berkelanjutan']","['kadeudeuh', 'juara', 'mtq', 'yana', 'pembinaan', 'berkelanjutan']",kadeudeuh juara mtq yana bina lanjut,1
kota bandung masuk top   daerah yang aktif mempublikasikan vaksinasi,"['kota', 'bandung', 'masuk', 'top', 'daerah', 'yang', 'aktif', 'mempublikasikan', 'vaksinasi']","['kota', 'masuk', 'top', 'daerah', 'aktif', 'mempublikasikan', 'vaksinasi']",kota masuk top daerah aktif publikasi vaksinasi,1
ema pengolahan sampah di kota bandung tunjukkan tren positif,"['ema', 'pengolahan', 'sampah', 'di', 'kota', 'bandung', 'tunjukkan', 'tren', 'positif']","['ema', 'pengolahan', 'sampah', 'kota', 'tunjukkan', 'tren', 'positif']",ema olah sampah kota tunjuk tren positif,1
habiskan liburan sekolah yuk belajar sejarah di museum kota bandung,"['habiskan', 'liburan', 'sekolah', 'yuk', 'belajar', 'sejarah', 'di', 'museum', 'kota', 'bandung']","['habiskan', 'liburan', 'sekolah', 'yuk', 'belajar', 'sejarah', 'museum', 'kota']",habis libur sekolah yuk ajar sejarah museum kota,0
ispa dan diare ancam kesehatan di musim pancaroba,"['ispa', 'dan', 'diare', 'ancam', 'kesehatan', 'di', 'musim', 'pancaroba']","['ispa', 'diare', 'ancam', 'kesehatan', 'musim', 'pancaroba']",ispa diare ancam sehat musim pancaroba,2
ingin bersantai yuk kunjungi tiga taman di pusat kota bandung,"['ingin', 'bersantai', 'yuk', 'kunjungi', 'tiga', 'taman', 'di', 'pusat', 'kota', 'bandung']","['bersantai', 'yuk', 'kunjungi', 'taman', 'pusat', 'kota']",santa yuk kunjung taman pusat kota,0
sasar zilenilal dppkb kota bandung kemas hari keluarga nasional lewat acara festival,"['sasar', 'zilenilal', 'dppkb', 'kota', 'bandung', 'kemas', 'hari', 'keluarga', 'nasional', 'lewat', 'acara', 'festival']","['sasar', 'zilenilal', 'dppkb', 'kota', 'kemas', 'keluarga', 'nasional', 'acara', 'festival']",sasar zilenilal dppkb kota kemas keluarga nasional acara festival,1
satsetsatset akselerasi program wali kota bandung bentuk tim percepatan pembangunan,"['satsetsatset', 'akselerasi', 'program', 'wali', 'kota', 'bandung', 'bentuk', 'tim', 'percepatan', 'pembangunan']","['satsetsatset', 'akselerasi', 'program', 'wali', 'kota', 'bentuk', 'tim', 'percepatan', 'pembangunan']",satsetsatset akselerasi program wali kota bentuk tim cepat bangun,1
masih kurang dari kuota disdik kota bandung akan kembali buka ppdb online,"['masih', 'kurang', 'dari', 'kuota', 'disdik', 'kota', 'bandung', 'akan', 'kembali', 'buka', 'ppdb', 'online']","['kuota', 'disdik', 'kota', 'buka', 'ppdb', 'online']",kuota disdik kota buka ppdb online,0
kota bandung siap jadi tuan rumah liga ibl playoff musim     ,"['kota', 'bandung', 'siap', 'jadi', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim']","['kota', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim']",kota tuan rumah liga ibl playoff musim,1
serunya pameran inovasi otomotif di kiara artha park datang yuk,"['serunya', 'pameran', 'inovasi', 'otomotif', 'di', 'kiara', 'artha', 'park', 'datang', 'yuk']","['serunya', 'pameran', 'inovasi', 'otomotif', 'kiara', 'artha', 'park', 'yuk']",seru pamer inovasi otomotif kiara artha park yuk,0
rph ciroyom peninggalan belanda yang masih berfungsi hingga saat ini,"['rph', 'ciroyom', 'peninggalan', 'belanda', 'yang', 'masih', 'berfungsi', 'hingga', 'saat', 'ini']","['rph', 'ciroyom', 'peninggalan', 'belanda', 'berfungsi']",rph ciroyom tinggal belanda fungsi,0
serunya berburu kuliner hingga fesyen di trademark market     ,"['serunya', 'berburu', 'kuliner', 'hingga', 'fesyen', 'di', 'trademark', 'market']","['serunya', 'berburu', 'kuliner', 'fesyen', 'trademark', 'market']",seru buru kuliner fesyen trademark market,0
antusias orang tua murid sambut tahun ajaran baru,"['antusias', 'orang', 'tua', 'murid', 'sambut', 'tahun', 'ajaran', 'baru']","['antusias', 'orang', 'tua', 'murid', 'sambut', 'ajaran']",antusias orang tua murid sambut ajar,1
percepat vaksinasi booster pemkot bandung gandeng kampus hingga tempat wisata,"['percepat', 'vaksinasi', 'booster', 'pemkot', 'bandung', 'gandeng', 'kampus', 'hingga', 'tempat', 'wisata']","['percepat', 'vaksinasi', 'booster', 'pemkot', 'gandeng', 'kampus', 'wisata']",cepat vaksinasi booster pemkot gandeng kampus wisata,1
selfie di dalam pasar tradisional yuk ke pasar kosambi,"['selfie', 'di', 'dalam', 'pasar', 'tradisional', 'yuk', 'ke', 'pasar', 'kosambi']","['selfie', 'pasar', 'tradisional', 'yuk', 'pasar', 'kosambi']",selfie pasar tradisional yuk pasar kosambi,0
rumah seni ropih pelopor penjual lukisan di braga,"['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'di', 'braga']","['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'braga']",rumah seni ropih pelopor jual lukis braga,1
pemkot bandung pastikan taman kota dalam kondisi terpelihara,"['pemkot', 'bandung', 'pastikan', 'taman', 'kota', 'dalam', 'kondisi', 'terpelihara']","['pemkot', 'pastikan', 'taman', 'kota', 'kondisi', 'terpelihara']",pemkot pasti taman kota kondisi pelihara,1
kota bandung bahas sister city dengan gumi dan gimcheon korsel,"['kota', 'bandung', 'bahas', 'sister', 'city', 'dengan', 'gumi', 'dan', 'gimcheon', 'korsel']","['kota', 'bahas', 'sister', 'city', 'gumi', 'gimcheon', 'korsel']",kota bahas sister city gum gimcheon korsel,1
