title,Token,stopword,stemmed,label
tolak hasil muscab 18 dpac demokrat kota bandung gugat mahkamah partai,"['tolak', 'hasil', 'muscab', '18', 'dpac', 'demokrat', 'kota', 'bandung', 'gugat', 'mahkamah', 'partai']","['tolak', 'hasil', 'muscab', '18', 'dpac', 'demokrat', 'kota', 'gugat', 'mahkamah', 'partai']",tolak hasil muscab 18 dpac demokrat kota gugat mahkamah partai,0
bank bjb dan kimia farma tandatangani mou kerjasama jasa layanan perbankan,"['bank', 'bjb', 'dan', 'kimia', 'farma', 'tandatangani', 'mou', 'kerjasama', 'jasa', 'layanan', 'perbankan']","['bank', 'bjb', 'kimia', 'farma', 'tandatangani', 'mou', 'kerjasama', 'jasa', 'layanan', 'perbankan']",bank bjb kimia farma tandatangani mou kerjasama jasa layan perban,0
rancang 8 program prioritas pemkot bandung kucurkan rp 58 triliun,"['rancang', '8', 'program', 'prioritas', 'pemkot', 'bandung', 'kucurkan', 'rp', '58', 'triliun']","['rancang', '8', 'program', 'prioritas', 'pemkot', 'kucurkan', '58', 'triliun']",rancang 8 program prioritas pemkot kucur 58 triliun,1
bus sekolah gratis kembali beroperasi ini rutenya,"['bus', 'sekolah', 'gratis', 'kembali', 'beroperasi', 'ini', 'rutenya']","['bus', 'sekolah', 'gratis', 'beroperasi', 'rutenya']",bus sekolah gratis operasi rute,1
geruduk gedung sate massa mgp minta saber pungli dibubarkan,"['geruduk', 'gedung', 'sate', 'massa', 'mgp', 'minta', 'saber', 'pungli', 'dibubarkan']","['geruduk', 'gedung', 'sate', 'massa', 'mgp', 'saber', 'pungli', 'dibubarkan']",geruduk gedung sate massa mgp saber pungli bubar,2
ema pengolahan sampah di kota bandung tunjukkan tren positif,"['ema', 'pengolahan', 'sampah', 'di', 'kota', 'bandung', 'tunjukkan', 'tren', 'positif']","['ema', 'pengolahan', 'sampah', 'kota', 'tunjukkan', 'tren', 'positif']",ema olah sampah kota tunjuk tren positif,1
terindikasi kkn mgp sorot lelang proyek gedung dlh tahap dua,"['terindikasi', 'kkn', 'mgp', 'sorot', 'lelang', 'proyek', 'gedung', 'dlh', 'tahap', 'dua']","['terindikasi', 'kkn', 'mgp', 'sorot', 'lelang', 'proyek', 'gedung', 'dlh', 'tahap']",indikasi kkn mgp sorot lelang proyek gedung dlh tahap,2
geruduk kejati jabar massa mgp minta tiga kasus ini dituntaskan,"['geruduk', 'kejati', 'jabar', 'massa', 'mgp', 'minta', 'tiga', 'kasus', 'ini', 'dituntaskan']","['geruduk', 'kejati', 'jabar', 'massa', 'mgp', 'dituntaskan']",geruduk kejat jabar massa mgp tuntas,2
pemkot bandung minta penyelenggara penggalangan dana akuntabel dan transparan,"['pemkot', 'bandung', 'minta', 'penyelenggara', 'penggalangan', 'dana', 'akuntabel', 'dan', 'transparan']","['pemkot', 'penyelenggara', 'penggalangan', 'dana', 'akuntabel', 'transparan']",pemkot selenggara galang dana akuntabel transparan,0
dprd kota bandung sorot kinerja disbudpar,"['dprd', 'kota', 'bandung', 'sorot', 'kinerja', 'disbudpar']","['dprd', 'kota', 'sorot', 'kinerja', 'disbudpar']",dprd kota sorot kerja disbudpar,0
komisi v apresiasi p2apbd jabar 2021,"['komisi', 'v', 'apresiasi', 'p2apbd', 'jabar', '2021']","['komisi', 'v', 'apresiasi', 'p2apbd', 'jabar', '2021']",komisi v apresiasi p2apbd jabar 2021,1
jaminan kesehatan nasional pemkot bandung kucurkan dana uhc rp 240 per tahun,"['jaminan', 'kesehatan', 'nasional', 'pemkot', 'bandung', 'kucurkan', 'dana', 'uhc', 'rp', '240', 'per', 'tahun']","['jaminan', 'kesehatan', 'nasional', 'pemkot', 'kucurkan', 'dana', 'uhc', '240']",jamin sehat nasional pemkot kucur dana uhc 240,1
kota bandung dan dua kota di korsel jajaki peluang menjadi sister city,"['kota', 'bandung', 'dan', 'dua', 'kota', 'di', 'korsel', 'jajaki', 'peluang', 'menjadi', 'sister', 'city']","['kota', 'kota', 'korsel', 'jajaki', 'peluang', 'sister', 'city']",kota kota korsel jajak peluang sister city,0
yunimar puspaga kota bandung hadir sebagai wadah para ibu belajar seputar keluarga,"['yunimar', 'puspaga', 'kota', 'bandung', 'hadir', 'sebagai', 'wadah', 'para', 'ibu', 'belajar', 'seputar', 'keluarga']","['yunimar', 'puspaga', 'kota', 'hadir', 'wadah', 'belajar', 'seputar', 'keluarga']",yunimar puspaga kota hadir wadah ajar putar keluarga,1
polisi amankan residivis pelaku pencabulan anak di bawah umur,"['polisi', 'amankan', 'residivis', 'pelaku', 'pencabulan', 'anak', 'di', 'bawah', 'umur']","['polisi', 'amankan', 'residivis', 'pelaku', 'pencabulan', 'anak', 'umur']",polisi aman residivis laku cabul anak umur,1
polisi cek tkp tanggul jebol timpa kolam pemandian milik perhutani di kawasan cipanas galunggung,"['polisi', 'cek', 'tkp', 'tanggul', 'jebol', 'timpa', 'kolam', 'pemandian', 'milik', 'perhutani', 'di', 'kawasan', 'cipanas', 'galunggung']","['polisi', 'cek', 'tkp', 'tanggul', 'jebol', 'timpa', 'kolam', 'pemandian', 'milik', 'perhutani', 'kawasan', 'cipanas', 'galunggung']",polisi cek tkp tanggul jebol timpa kolam mandi milik hutan kawasan cipanas galunggung,0
sungai cimanuk meluap sat brimob polda jabar evakuasi warga terdampak banjir,"['sungai', 'cimanuk', 'meluap', 'sat', 'brimob', 'polda', 'jabar', 'evakuasi', 'warga', 'terdampak', 'banjir']","['sungai', 'cimanuk', 'meluap', 'sat', 'brimob', 'polda', 'jabar', 'evakuasi', 'warga', 'terdampak', 'banjir']",sungai cimanuk luap sat brimob polda jabar evakuasi warga dampak banjir,2
kota bandung top 5 daerah yang aktif publikasikan vaksinasi,"['kota', 'bandung', 'top', '5', 'daerah', 'yang', 'aktif', 'publikasikan', 'vaksinasi']","['kota', 'top', '5', 'daerah', 'aktif', 'publikasikan', 'vaksinasi']",kota top 5 daerah aktif publikasi vaksinasi,1
dprd jabar terima studi komparasi anggota bamus dprd kota cilegon,"['dprd', 'jabar', 'terima', 'studi', 'komparasi', 'anggota', 'bamus', 'dprd', 'kota', 'cilegon']","['dprd', 'jabar', 'terima', 'studi', 'komparasi', 'anggota', 'bamus', 'dprd', 'kota', 'cilegon']",dprd jabar terima studi komparasi anggota bamus dprd kota cilegon,0
peringati harganas tingkat kota bandung pencegahan stunting jadi perhatian,"['peringati', 'harganas', 'tingkat', 'kota', 'bandung', 'pencegahan', 'stunting', 'jadi', 'perhatian']","['peringati', 'harganas', 'tingkat', 'kota', 'pencegahan', 'stunting', 'perhatian']",ingat harganas tingkat kota cegah stunting perhati,1
manfaatkan program pemutihan pajak kendaraan lebih mudah bayar cashless tak perlu antre di samsat,"['manfaatkan', 'program', 'pemutihan', 'pajak', 'kendaraan', 'lebih', 'mudah', 'bayar', 'cashless', 'tak', 'perlu', 'antre', 'di', 'samsat']","['manfaatkan', 'program', 'pemutihan', 'pajak', 'kendaraan', 'mudah', 'bayar', 'cashless', 'antre', 'samsat']",manfaat program mutih pajak kendara mudah bayar cashless antre samsat,1
daddy rohanady sambut positif bijb kertajati dijadikan bandara pemberangkatan umroh,"['daddy', 'rohanady', 'sambut', 'positif', 'bijb', 'kertajati', 'dijadikan', 'bandara', 'pemberangkatan', 'umroh']","['daddy', 'rohanady', 'sambut', 'positif', 'bijb', 'kertajati', 'dijadikan', 'bandara', 'pemberangkatan', 'umroh']",daddy rohanady sambut positif bijb kertajati jadi bandara berangkat umroh,1
antisipasi merebaknya pmk polisi lakukan patroli edukasi dan imbauan kepada pemilik hewan ternak dalam rangka ops aman nusa ii,"['antisipasi', 'merebaknya', 'pmk', 'polisi', 'lakukan', 'patroli', 'edukasi', 'dan', 'imbauan', 'kepada', 'pemilik', 'hewan', 'ternak', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii']","['antisipasi', 'merebaknya', 'pmk', 'polisi', 'lakukan', 'patroli', 'edukasi', 'imbauan', 'pemilik', 'hewan', 'ternak', 'rangka', 'ops', 'aman', 'nusa', 'ii']",antisipasi rebak pmk polisi laku patroli edukasi imbau milik hewan ternak rangka ops aman nusa ii,1
polisi amankan pelaku pengeroyokan di cipedes tengah kota bandung,"['polisi', 'amankan', 'pelaku', 'pengeroyokan', 'di', 'cipedes', 'tengah', 'kota', 'bandung']","['polisi', 'amankan', 'pelaku', 'pengeroyokan', 'cipedes', 'kota']",polisi aman laku keroyok cipedes kota,2
polisi tingkatkan capaian vaksin booster cimahi-kbb naik hingga 50 persen,"['polisi', 'tingkatkan', 'capaian', 'vaksin', 'booster', 'cimahi', '-', 'kbb', 'naik', 'hingga', '50', 'persen']","['polisi', 'tingkatkan', 'capaian', 'vaksin', 'booster', 'cimahi', '-', 'kbb', '50', 'persen']",polisi tingkat capai vaksin booster cimahi - kbb 50 persen,1
menabur kebaikan berbagi kebahagiaan polisi dan kodim 0609 cimahi bersinergi beri bantuan kepada masyarakat,"['menabur', 'kebaikan', 'berbagi', 'kebahagiaan', 'polisi', 'dan', 'kodim', '0609', 'cimahi', 'bersinergi', 'beri', 'bantuan', 'kepada', 'masyarakat']","['menabur', 'kebaikan', 'berbagi', 'kebahagiaan', 'polisi', 'kodim', '0609', 'cimahi', 'bersinergi', 'bantuan', 'masyarakat']",tabur baik bagi bahagia polisi kodim 0609 cimahi sinergi bantu masyarakat,1
polri tunjuk karowabprof jadi plh karopaminal,"['polri', 'tunjuk', 'karowabprof', 'jadi', 'plh', 'karopaminal']","['polri', 'karowabprof', 'plh', 'karopaminal']",polri karowabprof plh karopaminal,0
antisipasi pmk polisi intensif lakukan pengecekan hewan ternak dalam rangka ops aman nusa ii di indramayu,"['antisipasi', 'pmk', 'polisi', 'intensif', 'lakukan', 'pengecekan', 'hewan', 'ternak', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii', 'di', 'indramayu']","['antisipasi', 'pmk', 'polisi', 'intensif', 'lakukan', 'pengecekan', 'hewan', 'ternak', 'rangka', 'ops', 'aman', 'nusa', 'ii', 'indramayu']",antisipasi pmk polisi intensif laku kece hewan ternak rangka ops aman nusa ii indramayu,1
cegah pmk polisi berikan imbauan kepada warga dalam rangka ops aman nusa ii,"['cegah', 'pmk', 'polisi', 'berikan', 'imbauan', 'kepada', 'warga', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii']","['cegah', 'pmk', 'polisi', 'imbauan', 'warga', 'rangka', 'ops', 'aman', 'nusa', 'ii']",cegah pmk polisi imbau warga rangka ops aman nusa ii,1
patroli harkamtibmas polisi sisir penjual miras dalam rangka ops aman nusa ii,"['patroli', 'harkamtibmas', 'polisi', 'sisir', 'penjual', 'miras', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii']","['patroli', 'harkamtibmas', 'polisi', 'sisir', 'penjual', 'miras', 'rangka', 'ops', 'aman', 'nusa', 'ii']",patroli harkamtibmas polisi sisir jual miras rangka ops aman nusa ii,1
sinergitas tni-polri sambangi peternak hewan monitor wabah pmk desa luwung mundu dalam rangka ops aman nusa ii,"['sinergitas', 'tni', '-', 'polri', 'sambangi', 'peternak', 'hewan', 'monitor', 'wabah', 'pmk', 'desa', 'luwung', 'mundu', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii']","['sinergitas', 'tni', '-', 'polri', 'sambangi', 'peternak', 'hewan', 'monitor', 'wabah', 'pmk', 'desa', 'luwung', 'mundu', 'rangka', 'ops', 'aman', 'nusa', 'ii']",sinergitas tni - polri sambang ternak hewan monitor wabah pmk desa luwung mundu rangka ops aman nusa ii,0
dalam waktu singkat aksi curas di sukabumi berhasil diungkap polisi,"['dalam', 'waktu', 'singkat', 'aksi', 'curas', 'di', 'sukabumi', 'berhasil', 'diungkap', 'polisi']","['singkat', 'aksi', 'curas', 'sukabumi', 'berhasil', 'diungkap', 'polisi']",singkat aksi curas sukabumi hasil ungkap polisi,1
akselerasi digitalisasi perbankan indonesia bank bjb kolaborasi dengan jalin,"['akselerasi', 'digitalisasi', 'perbankan', 'indonesia', 'bank', 'bjb', 'kolaborasi', 'dengan', 'jalin']","['akselerasi', 'digitalisasi', 'perbankan', 'indonesia', 'bank', 'bjb', 'kolaborasi', 'jalin']",akselerasi digitalisasi perban indonesia bank bjb kolaborasi jalin,1
layanan administrasi kependudukan kota bandung siap go digital,"['layanan', 'administrasi', 'kependudukan', 'kota', 'bandung', 'siap', 'go', 'digital']","['layanan', 'administrasi', 'kependudukan', 'kota', 'go', 'digital']",layan administrasi duduk kota go digital,1
kurun waktu 6 bulan polres indramayu ungkap 52 kasus narkoba,"['kurun', 'waktu', '6', 'bulan', 'polres', 'indramayu', 'ungkap', '52', 'kasus', 'narkoba']","['kurun', '6', 'polres', 'indramayu', '52', 'narkoba']",kurun 6 polres indramayu 52 narkoba,1
bank bjb bakal manjakan nasabah bagikan tiket gratis sounds of downtown 2,"['bank', 'bjb', 'bakal', 'manjakan', 'nasabah', 'bagikan', 'tiket', 'gratis', 'sounds', 'of', 'downtown', '2']","['bank', 'bjb', 'manjakan', 'nasabah', 'bagikan', 'tiket', 'gratis', 'sounds', 'of', 'downtown', '2']",bank bjb manja nasabah bagi tiket gratis sounds of downtown 2,1
kabid humas polda jabar menyatakan 15 orang diperiksa terkait perundungan anak di tasikmalaya,"['kabid', 'humas', 'polda', 'jabar', 'menyatakan', '15', 'orang', 'diperiksa', 'terkait', 'perundungan', 'anak', 'di', 'tasikmalaya']","['kabid', 'humas', 'polda', 'jabar', '15', 'orang', 'diperiksa', 'terkait', 'perundungan', 'anak', 'tasikmalaya']",kabid humas polda jabar 15 orang periksa kait rundung anak tasikmalaya,2
jalin keakraban polisi silahturahmi ke subkogartap 0614 cirebon,"['jalin', 'keakraban', 'polisi', 'silahturahmi', 'ke', 'subkogartap', '0614', 'cirebon']","['jalin', 'keakraban', 'polisi', 'silahturahmi', 'subkogartap', '0614', 'cirebon']",jalin akrab polisi silahturahmi subkogartap 0614 cirebon,1
bank bjb dukung gelaran pocari sweat run indonesia 2022,"['bank', 'bjb', 'dukung', 'gelaran', 'pocari', 'sweat', 'run', 'indonesia', '2022']","['bank', 'bjb', 'dukung', 'gelaran', 'pocari', 'sweat', 'run', 'indonesia', '2022']",bank bjb dukung gelar pocari sweat run indonesia 2022,1
cegah pmk polisi terus laksanakan pemantauan kesehatan ternak di wilayahnya dalam rangka ops aman nusa ii,"['cegah', 'pmk', 'polisi', 'terus', 'laksanakan', 'pemantauan', 'kesehatan', 'ternak', 'di', 'wilayahnya', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii']","['cegah', 'pmk', 'polisi', 'laksanakan', 'pemantauan', 'kesehatan', 'ternak', 'wilayahnya', 'rangka', 'ops', 'aman', 'nusa', 'ii']",cegah pmk polisi laksana pantau sehat ternak wilayah rangka ops aman nusa ii,1
bakal ancam kemerdekaan pers dewan pers dengan konstituennya kritisi ruu kuhp,"['bakal', 'ancam', 'kemerdekaan', 'pers', 'dewan', 'pers', 'dengan', 'konstituennya', 'kritisi', 'ruu', 'kuhp']","['ancam', 'kemerdekaan', 'pers', 'dewan', 'pers', 'konstituennya', 'kritisi', 'ruu', 'kuhp']",ancam merdeka pers dewan pers konstituen kritisi ruu kuhp,2
kolaborasi dengan ride-o bank bjb gelar fellowship ride bandung-jogjakarta,"['kolaborasi', 'dengan', 'ride', '-', 'o', 'bank', 'bjb', 'gelar', 'fellowship', 'ride', 'bandung', '-', 'jogjakarta']","['kolaborasi', 'ride', '-', 'o', 'bank', 'bjb', 'gelar', 'fellowship', 'ride', '-', 'jogjakarta']",kolaborasi ride - o bank bjb gelar fellowship ride - jogjakarta,1
polisi lakukan pengecekan tkp banjir akibat hujan dengan intensitas tinggi di bogor,"['polisi', 'lakukan', 'pengecekan', 'tkp', 'banjir', 'akibat', 'hujan', 'dengan', 'intensitas', 'tinggi', 'di', 'bogor']","['polisi', 'lakukan', 'pengecekan', 'tkp', 'banjir', 'akibat', 'hujan', 'intensitas', 'bogor']",polisi laku kece tkp banjir akibat hujan intensitas bogor,0
siap bubar dari geng motor berandalan club sot dan club slaughter majalengka deklarasi alih fungsi jadi ormas,"['siap', 'bubar', 'dari', 'geng', 'motor', 'berandalan', 'club', 'sot', 'dan', 'club', 'slaughter', 'majalengka', 'deklarasi', 'alih', 'fungsi', 'jadi', 'ormas']","['bubar', 'geng', 'motor', 'berandalan', 'club', 'sot', 'club', 'slaughter', 'majalengka', 'deklarasi', 'alih', 'fungsi', 'ormas']",bubar geng motor berandal club sot club slaughter majalengka deklarasi alih fungsi ormas,1
wakapolda jabar pimpin upacara pembukaan pendidikan pembentukan bintara polri gelombang ii tahun 2022,"['wakapolda', 'jabar', 'pimpin', 'upacara', 'pembukaan', 'pendidikan', 'pembentukan', 'bintara', 'polri', 'gelombang', 'ii', 'tahun', '2022']","['wakapolda', 'jabar', 'pimpin', 'upacara', 'pembukaan', 'pendidikan', 'pembentukan', 'bintara', 'polri', 'gelombang', 'ii', '2022']",wakapolda jabar pimpin upacara buka didik bentuk bintara polri gelombang ii 2022,0
antisipasi lonjakan covid-19 polisi laksanakan ops yustisi stasioner di antapani,"['antisipasi', 'lonjakan', 'covid', '-', '19', 'polisi', 'laksanakan', 'ops', 'yustisi', 'stasioner', 'di', 'antapani']","['antisipasi', 'lonjakan', 'covid', '-', '19', 'polisi', 'laksanakan', 'ops', 'yustisi', 'stasioner', 'antapani']",antisipasi lonjak covid - 19 polisi laksana ops yustisi stasioner antapani,1
menpora bersama ketua pssi dan kapolda jabar cek kelaikan stadion gbla,"['menpora', 'bersama', 'ketua', 'pssi', 'dan', 'kapolda', 'jabar', 'cek', 'kelaikan', 'stadion', 'gbla']","['menpora', 'ketua', 'pssi', 'kapolda', 'jabar', 'cek', 'kelaikan', 'stadion', 'gbla']",menpora ketua pssi kapolda jabar cek kelai stadion gbla,1
kapolda jabar tinjau pembangunan mako brimob batalyon d sat brimob polda jabar,"['kapolda', 'jabar', 'tinjau', 'pembangunan', 'mako', 'brimob', 'batalyon', 'd', 'sat', 'brimob', 'polda', 'jabar']","['kapolda', 'jabar', 'tinjau', 'pembangunan', 'mako', 'brimob', 'batalyon', 'd', 'sat', 'brimob', 'polda', 'jabar']",kapolda jabar tinjau bangun mako brimob batalyon d sat brimob polda jabar,1
bank bjb secara konsisten dorong umkm tembus pasar internasional,"['bank', 'bjb', 'secara', 'konsisten', 'dorong', 'umkm', 'tembus', 'pasar', 'internasional']","['bank', 'bjb', 'konsisten', 'dorong', 'umkm', 'tembus', 'pasar', 'internasional']",bank bjb konsisten dorong umkm tembus pasar internasional,1
dewan sarankan diskar pb tinjau kembali dana retribusi gedung tinggi,"['dewan', 'sarankan', 'diskar', 'pb', 'tinjau', 'kembali', 'dana', 'retribusi', 'gedung', 'tinggi']","['dewan', 'sarankan', 'diskar', 'pb', 'tinjau', 'dana', 'retribusi', 'gedung']",dewan saran diskar pb tinjau dana retribusi gedung,0
polda jabar terima bantuan produk dari pt tempo untuk korban banjir di garut,"['polda', 'jabar', 'terima', 'bantuan', 'produk', 'dari', 'pt', 'tempo', 'untuk', 'korban', 'banjir', 'di', 'garut']","['polda', 'jabar', 'terima', 'bantuan', 'produk', 'pt', 'tempo', 'korban', 'banjir', 'garut']",polda jabar terima bantu produk pt tempo korban banjir garut,1
tim patroli polisi kembali tertibkan dan sita knalpot bising di sukabumi,"['tim', 'patroli', 'polisi', 'kembali', 'tertibkan', 'dan', 'sita', 'knalpot', 'bising', 'di', 'sukabumi']","['tim', 'patroli', 'polisi', 'tertibkan', 'sita', 'knalpot', 'bising', 'sukabumi']",tim patroli polisi tertib sita knalpot bising sukabumi,1
yana optimis kota bandung memiliki potensi pesepak bola wanita,"['yana', 'optimis', 'kota', 'bandung', 'memiliki', 'potensi', 'pesepak', 'bola', 'wanita']","['yana', 'optimis', 'kota', 'memiliki', 'potensi', 'pesepak', 'bola', 'wanita']",yana optimis kota milik potensi sepak bola wanita,1
sat brimob polda jabar patroli harkamtibmas guna cegah aksi anarkisme dan kriminalisme,"['sat', 'brimob', 'polda', 'jabar', 'patroli', 'harkamtibmas', 'guna', 'cegah', 'aksi', 'anarkisme', 'dan', 'kriminalisme']","['sat', 'brimob', 'polda', 'jabar', 'patroli', 'harkamtibmas', 'cegah', 'aksi', 'anarkisme', 'kriminalisme']",sat brimob polda jabar patroli harkamtibmas cegah aksi anarkisme kriminal,1
wakapolda jabar tinjau vaksinasi covid-19 di jajaran polda jabar,"['wakapolda', 'jabar', 'tinjau', 'vaksinasi', 'covid', '-', '19', 'di', 'jajaran', 'polda', 'jabar']","['wakapolda', 'jabar', 'tinjau', 'vaksinasi', 'covid', '-', '19', 'jajaran', 'polda', 'jabar']",wakapolda jabar tinjau vaksinasi covid - 19 jajar polda jabar,1
pimpinan dan anggota khilafatul muslimin kabupaten sukabumi ikrarkan deklarasi kebangsaandan setia pada pancasila,"['pimpinan', 'dan', 'anggota', 'khilafatul', 'muslimin', 'kabupaten', 'sukabumi', 'ikrarkan', 'deklarasi', 'kebangsaandan', 'setia', 'pada', 'pancasila']","['pimpinan', 'anggota', 'khilafatul', 'muslimin', 'kabupaten', 'sukabumi', 'ikrarkan', 'deklarasi', 'kebangsaandan', 'setia', 'pancasila']",pimpin anggota khilafatul muslimin kabupaten sukabumi ikrar deklarasi kebangsaandan setia pancasila,1
polisi gotong royong bersama masyarakat perbaiki jalan dusun kidul,"['polisi', 'gotong', 'royong', 'bersama', 'masyarakat', 'perbaiki', 'jalan', 'dusun', 'kidul']","['polisi', 'gotong', 'royong', 'masyarakat', 'perbaiki', 'jalan', 'dusun', 'kidul']",polisi gotong royong masyarakat baik jalan dusun kidul,1
polri gelar prarekonstruksi di tkp kasus brigadir j pastikan komitmen pembuktian ilmiah,"['polri', 'gelar', 'prarekonstruksi', 'di', 'tkp', 'kasus', 'brigadir', 'j', 'pastikan', 'komitmen', 'pembuktian', 'ilmiah']","['polri', 'gelar', 'prarekonstruksi', 'tkp', 'brigadir', 'j', 'pastikan', 'komitmen', 'pembuktian', 'ilmiah']",polri gelar prarekonstruksi tkp brigadir j pasti komitmen bukti ilmiah,1
kabid humas apresiasi ditreskrimum polda jabar ringkus 5 orang begal ban serep di indramayu,"['kabid', 'humas', 'apresiasi', 'ditreskrimum', 'polda', 'jabar', 'ringkus', '5', 'orang', 'begal', 'ban', 'serep', 'di', 'indramayu']","['kabid', 'humas', 'apresiasi', 'ditreskrimum', 'polda', 'jabar', 'ringkus', '5', 'orang', 'begal', 'ban', 'serep', 'indramayu']",kabid humas apresiasi ditreskrimum polda jabar ringkus 5 orang begal ban serep indramayu,1
rapimnas smsi tahun 2022 kasad jenderal dudung ajak anggota smsi mengedepankan jurnalisme jujur,"['rapimnas', 'smsi', 'tahun', '2022', 'kasad', 'jenderal', 'dudung', 'ajak', 'anggota', 'smsi', 'mengedepankan', 'jurnalisme', 'jujur']","['rapimnas', 'smsi', '2022', 'kasad', 'jenderal', 'dudung', 'ajak', 'anggota', 'smsi', 'mengedepankan', 'jurnalisme', 'jujur']",rapimnas smsi 2022 kasad jenderal dudung ajak anggota smsi depan jurnalisme jujur,1
bunuh pendeta dan 9 warga pori buru kkb papua,"['bunuh', 'pendeta', 'dan', '9', 'warga', 'pori', 'buru', 'kkb', 'papua']","['bunuh', 'pendeta', '9', 'warga', 'pori', 'buru', 'kkb', 'papua']",bunuh pendeta 9 warga pori buru kkb papua,2
dprd harapkan pemprov jabar tingkatkan pad tidak hanya bergantung pada pajak,"['dprd', 'harapkan', 'pemprov', 'jabar', 'tingkatkan', 'pad', 'tidak', 'hanya', 'bergantung', 'pada', 'pajak']","['dprd', 'harapkan', 'pemprov', 'jabar', 'tingkatkan', 'pad', 'bergantung', 'pajak']",dprd harap pemprov jabar tingkat pad gantung pajak,1
pemkot cimahi melalui disdagkoperin gelar sosialisasi pembinaan pengelola pasar rakyat,"['pemkot', 'cimahi', 'melalui', 'disdagkoperin', 'gelar', 'sosialisasi', 'pembinaan', 'pengelola', 'pasar', 'rakyat']","['pemkot', 'cimahi', 'disdagkoperin', 'gelar', 'sosialisasi', 'pembinaan', 'pengelola', 'pasar', 'rakyat']",pemkot cimahi disdagkoperin gelar sosialisasi bina kelola pasar rakyat,1
cegah penggunaan narkoba di rutan polisi lakukan tes urine terhadap tiga pelaku curas,"['cegah', 'penggunaan', 'narkoba', 'di', 'rutan', 'polisi', 'lakukan', 'tes', 'urine', 'terhadap', 'tiga', 'pelaku', 'curas']","['cegah', 'penggunaan', 'narkoba', 'rutan', 'polisi', 'lakukan', 'tes', 'urine', 'pelaku', 'curas']",cegah guna narkoba rutan polisi laku tes urine laku curas,1
jembatan copong retak tidak dapat dilalui polisi rekayasa arus lalin di garut,"['jembatan', 'copong', 'retak', 'tidak', 'dapat', 'dilalui', 'polisi', 'rekayasa', 'arus', 'lalin', 'di', 'garut']","['jembatan', 'copong', 'retak', 'polisi', 'rekayasa', 'arus', 'lalin', 'garut']",jembatan copong retak polisi rekayasa arus lalin garut,0
patroli sambang harkamtibmas sat brimob polda jabar cegah tindak kejahatan premanisme di ruang publik,"['patroli', 'sambang', 'harkamtibmas', 'sat', 'brimob', 'polda', 'jabar', 'cegah', 'tindak', 'kejahatan', 'premanisme', 'di', 'ruang', 'publik']","['patroli', 'sambang', 'harkamtibmas', 'sat', 'brimob', 'polda', 'jabar', 'cegah', 'tindak', 'kejahatan', 'premanisme', 'ruang', 'publik']",patroli sambang harkamtibmas sat brimob polda jabar cegah tindak jahat preman ruang publik,1
pemkot bandung gandeng kampus hingga tempat wisata guna percepat vaksinasi booster,"['pemkot', 'bandung', 'gandeng', 'kampus', 'hingga', 'tempat', 'wisata', 'guna', 'percepat', 'vaksinasi', 'booster']","['pemkot', 'gandeng', 'kampus', 'wisata', 'percepat', 'vaksinasi', 'booster']",pemkot gandeng kampus wisata cepat vaksinasi booster,1
banjir sungai cimanuk tim sar sat brimob polda jabar bantu bersihkan material lumpur,"['banjir', 'sungai', 'cimanuk', 'tim', 'sar', 'sat', 'brimob', 'polda', 'jabar', 'bantu', 'bersihkan', 'material', 'lumpur']","['banjir', 'sungai', 'cimanuk', 'tim', 'sar', 'sat', 'brimob', 'polda', 'jabar', 'bantu', 'bersihkan', 'material', 'lumpur']",banjir sungai cimanuk tim sar sat brimob polda jabar bantu sih material lumpur,1
brigjen tni ruddy prasemilsa resmi jabat kabinda jabar,"['brigjen', 'tni', 'ruddy', 'prasemilsa', 'resmi', 'jabat', 'kabinda', 'jabar']","['brigjen', 'tni', 'ruddy', 'prasemilsa', 'resmi', 'jabat', 'kabinda', 'jabar']",brigjen tni ruddy prasemilsa resmi jabat kabinda jabar,0
bentuk kedisiplinan sejak dini polisi berikan pembinaan kepada paskibra di desa maja,"['bentuk', 'kedisiplinan', 'sejak', 'dini', 'polisi', 'berikan', 'pembinaan', 'kepada', 'paskibra', 'di', 'desa', 'maja']","['bentuk', 'kedisiplinan', 'polisi', 'pembinaan', 'paskibra', 'desa', 'maja']",bentuk disiplin polisi bina paskibra desa maja,1
kapolda jabar tinjau dan berikan bantuan di lokasi bencana banjir garut,"['kapolda', 'jabar', 'tinjau', 'dan', 'berikan', 'bantuan', 'di', 'lokasi', 'bencana', 'banjir', 'garut']","['kapolda', 'jabar', 'tinjau', 'bantuan', 'lokasi', 'bencana', 'banjir', 'garut']",kapolda jabar tinjau bantu lokasi bencana banjir garut,1
bayar pbb lebih mudah melalui fasilitas e-tax bank bjb,"['bayar', 'pbb', 'lebih', 'mudah', 'melalui', 'fasilitas', 'e', '-', 'tax', 'bank', 'bjb']","['bayar', 'pbb', 'mudah', 'fasilitas', 'e', '-', 'tax', 'bank', 'bjb']",bayar pbb mudah fasilitas e - tax bank bjb,1
